"가뭄","누적강수량","가조시간","평균기온","저수량","댐","총저수량"
"보통습윤",1202.3,10.5,12.3,29.55,"대곡",36.16
"보통습윤",1202.3,10.5,12.3,4.93,"대암",13.14
"보통습윤",1202.3,10.5,12.3,15.05,"사연",30.34
"보통습윤",1202.3,10.5,12.3,1.45,"선암",2.02
"정상",848,10.5,10.7,39.06,"부안",50.3
"정상",767.7,10.4,6.2,38.64,"영주",181.1
"정상",946.3,10.4,9.4,45.91,"김천부항",54.3
"정상",845.7,12.5,23.1,20.52,"대곡",36.16
"정상",845.7,12.5,23.1,5.2,"대암",13.14
"정상",845.7,12.5,23.1,8.09,"사연",30.34
"정상",845.7,12.5,23.1,1.4,"선암",2.02
"정상",982.8,12.5,22.4,179.34,"남강",309.2
"정상",739.5,12.5,23.5,33.33,"부안",50.3
"정상",1510.1,12.5,23.2,8.76,"구천",10.02
"정상",1510.1,12.5,23.2,4.21,"연초",5.22
"정상",688.9,12.5,22.2,8.16,"보현산",22.11
"정상",688.9,12.5,22.2,65.5,"영천",103.21
"정상",777.1,12.5,22.4,66.9,"밀양",73.6
"정상",882.9,12.5,21.3,637.04,"용담",815
"약한가뭄",697.4,12.5,21.4,71.52,"횡성",86.9
"정상",631.8,12.5,23,19.45,"군위",48.7
"정상",1001.7,12.5,23.6,126.99,"장흥",191
"보통가뭄",637.5,12.5,20.7,5.61,"영주",181.1
"보통가뭄",503.9,12.5,22.4,32.79,"보령",116.9
"보통가뭄",518.2,12.5,21.1,1467.47,"충주",2750
"약한가뭄",754.5,12.5,21.3,1669.01,"소양강",2900
"약한가뭄",710.4,12.5,22.1,188.26,"섬진강",466
"약한가뭄",546.6,12.5,20.6,649.76,"안동",1248
"약한가뭄",546.6,12.5,20.6,329.47,"임하",595
"약한가뭄",715.4,12.5,24,7.39,"평림",10.26
"정상",894.4,12.5,21.9,634.4,"합천",790
"약한가뭄",754.3,12.5,22.9,1672.29,"소양강",2900
"약한가뭄",546.6,12.5,22.9,648.68,"안동",1248
"약한가뭄",546.6,12.5,22.9,328.91,"임하",595
"정상",631.8,12.5,23.9,19.38,"군위",48.7
"정상",982.8,12.4,25,177.95,"남강",309.2
"약한가뭄",710.4,12.4,24.1,188.55,"섬진강",466
"보통가뭄",503.9,12.4,23.4,32.76,"보령",116.9
"정상",1001.7,12.4,24.5,126.99,"장흥",191
"정상",1510.1,12.4,24.7,8.74,"구천",10.02
"정상",1510.1,12.4,24.7,4.19,"연초",5.22
"보통가뭄",637.5,12.5,21.7,5.88,"영주",181.1
"정상",688.9,12.5,23,8.14,"보현산",22.11
"정상",688.9,12.5,23,65.5,"영천",103.21
"보통가뭄",518.2,12.5,23.6,1473.98,"충주",2750
"정상",845.7,12.4,23.3,20.56,"대곡",36.16
"정상",845.7,12.4,23.3,5.08,"대암",13.14
"정상",845.7,12.4,23.3,7.92,"사연",30.34
"정상",845.7,12.4,23.3,1.4,"선암",2.02
"정상",882.9,12.4,22.8,637.34,"용담",815
"정상",894.4,12.5,24.3,634.85,"합천",790
"정상",739.5,12.4,24.1,33.3,"부안",50.3
"보통가뭄",537.2,12.5,25.5,953.55,"대청",1490
"약한가뭄",697.4,12.5,22.9,71.62,"횡성",86.9
"약한가뭄",715.4,12.4,24.9,7.39,"평림",10.26
"정상",673.8,12.4,24.3,30.59,"김천부항",54.3
"정상",777.1,12.4,24.3,66.72,"밀양",73.6
"정상",735.5,12.4,23.7,33.26,"부안",50.3
"정상",630.8,12.4,21.9,19.33,"군위",48.7
"정상",877.8,9.7,7,42.38,"김천부항",54.3
"정상",817.6,9.8,9.3,37.51,"부안",50.3
"보통습윤",1149.9,9.8,11.7,28.76,"대곡",36.16
"보통습윤",1149.9,9.8,11.7,5.79,"대암",13.14
"보통습윤",1149.9,9.8,11.7,9.3,"사연",30.34
"보통습윤",1149.9,9.8,11.7,1.39,"선암",2.02
"약한가뭄",652.7,9.7,7.4,1090.45,"대청",1490
"정상",1078.6,9.8,7.3,180.45,"남강",309.2
"정상",827.6,9.7,8.3,10.11,"보현산",22.11
"정상",827.6,9.7,8.3,64.98,"영천",103.21
"정상",790.7,9.8,6,274.08,"섬진강",466
"정상",619.3,9.7,5.7,829.09,"안동",1248
"정상",619.3,9.7,5.7,400.33,"임하",595
"약한가뭄",684.3,9.6,5.5,68.15,"횡성",86.9
"정상",817.6,9.8,4.2,37.45,"부안",50.3
"정상",619.3,9.7,4.5,828.25,"안동",1248
"정상",619.3,9.7,4.5,399.27,"임하",595
"보통습윤",1149.9,9.8,9,28.69,"대곡",36.16
"보통습윤",1149.9,9.8,9,5.98,"대암",13.14
"보통습윤",1149.9,9.8,9,9.2,"사연",30.34
"보통습윤",1149.9,9.8,9,1.37,"선암",2.02
"약한가뭄",684.3,9.6,2.4,68.09,"횡성",86.9
"정상",1078.6,9.8,7.2,179.9,"남강",309.2
"정상",877.8,9.7,5.6,42.3,"김천부항",54.3
"보통습윤",1661,9.8,9.1,8.07,"구천",10.02
"보통습윤",1661,9.8,9.1,3.85,"연초",5.22
"정상",1066.2,9.9,5.6,160.73,"장흥",191
"정상",827.6,9.7,7.2,10.09,"보현산",22.11
"정상",827.6,9.7,7.2,64.82,"영천",103.21
"정상",631.3,9.7,3,45.01,"보령",116.9
"약한가뭄",731,9.6,2.6,1616.35,"소양강",2900
"정상",928.6,9.8,7.6,62.41,"밀양",73.6
"정상",926.4,9.8,2.6,714.49,"용담",815
"약한가뭄",594.7,9.6,2.1,1767.96,"충주",2750
"정상",790.8,9.7,7.4,27.37,"군위",48.7
"정상",775.9,9.8,4.9,7.35,"평림",10.26
"약한가뭄",652.7,9.7,3,1089.22,"대청",1490
"정상",1136.9,9.8,5.9,703.64,"합천",790
"정상",790.7,9.8,3,273.9,"섬진강",466
"정상",737.2,9.6,4.6,40.27,"영주",181.1
"정상",715.5,9.5,-0.4,1613.61,"소양강",2900
"정상",619.3,9.7,1.2,826.97,"안동",1248
"정상",619.3,9.7,1.2,398.23,"임하",595
"정상",790.8,9.7,4.1,27.31,"군위",48.7
"정상",775.9,9.8,3.2,7.34,"평림",10.26
"정상",926.4,9.8,-0.5,713.83,"용담",815
"정상",817.6,9.7,2.3,37.4,"부안",50.3
"정상",790.3,9.8,0.7,273.73,"섬진강",466
"정상",876.8,9.7,3.1,42.19,"김천부항",54.3
"보통습윤",1661,9.8,7,8.05,"구천",10.02
"보통습윤",1661,9.8,7,3.84,"연초",5.22
"정상",827.5,9.7,3.8,10.06,"보현산",22.11
"정상",827.5,9.7,3.8,64.62,"영천",103.21
"정상",1136.9,9.8,3.3,703.4,"합천",790
"정상",1066.2,9.8,3.5,160.55,"장흥",191
"보통습윤",1148.1,9.8,5.4,28.62,"대곡",36.16
"보통습윤",1148.1,9.8,5.4,6.1,"대암",13.14
"보통습윤",1148.1,9.8,5.4,9.1,"사연",30.34
"보통습윤",1148.1,9.8,5.4,1.35,"선암",2.02
"정상",737,9.6,1.6,40.32,"영주",181.1
"약한가뭄",675.8,9.6,-0.7,68.04,"횡성",86.9
"정상",631.3,9.7,1.4,44.97,"보령",116.9
"정상",934.3,11.6,17,8.81,"평림",10.26
"정상",1027.8,11.6,16.7,68.98,"밀양",73.6
"정상",746.1,11.6,15.2,841.89,"안동",1248
"정상",746.1,11.6,15.2,555.68,"임하",595
"정상",934,11.6,15.9,41.02,"부안",50.3
"정상",916.1,11.6,17.5,11.87,"보현산",22.11
"정상",916.1,11.6,17.5,87.05,"영천",103.21
"정상",1078.1,11.6,12.6,752.36,"용담",815
"약한가뭄",766.5,11.5,11.5,1736.68,"소양강",2900
"정상",934,11.6,13.2,41.05,"부안",50.3
"약한가뭄",686.9,11.5,13.9,1172.98,"대청",1490
"정상",746.1,11.5,12.1,843.6,"안동",1248
"정상",746.1,11.5,12.1,555.68,"임하",595
"정상",934.3,11.6,15.2,8.8,"평림",10.26
"정상",1078.1,11.6,9.5,753.04,"용담",815
"정상",1039.6,11.5,13.5,47.06,"김천부항",54.3
"보통습윤",1977.2,11.6,15.7,9.36,"구천",10.02
"보통습윤",1977.2,11.6,15.7,4.45,"연초",5.22
"정상",1320.1,11.6,13.7,169.37,"장흥",191
"정상",1292.5,11.6,12.7,719.19,"합천",790
"약한가뭄",729.1,11.5,11.1,71.62,"횡성",86.9
"정상",1309.8,11.6,12.8,170.19,"남강",309.2
"정상",892.8,11.6,14.8,31.78,"군위",48.7
"정상",916.1,11.6,13.5,11.87,"보현산",22.11
"정상",916.1,11.6,13.5,86.99,"영천",103.21
"정상",828,11.5,11.8,34.25,"영주",181.1
"정상",919.9,11.5,11.2,280.61,"섬진강",466
"약한가뭄",621.5,11.5,13.7,41.15,"보령",116.9
"정상",1235.7,11.6,15.8,28.39,"대곡",36.16
"정상",1235.7,11.6,15.8,7.43,"대암",13.14
"정상",1235.7,11.6,15.8,22.9,"사연",30.34
"정상",1235.7,11.6,15.8,1.45,"선암",2.02
"보통가뭄",621.7,11.5,10.5,1929.72,"충주",2750
"정상",1027.8,11.6,13.8,68.86,"밀양",73.6
"정상",893.5,11.5,15.4,41.05,"부안",50.3
"정상",886.9,11.5,13.4,281.18,"섬진강",466
"약한가뭄",587,11.5,15.5,41.27,"보령",116.9
"보통습윤",1953.7,11.5,17,9.35,"구천",10.02
"보통습윤",1953.7,11.5,17,4.45,"연초",5.22
"정상",901.1,11.5,15.1,11.86,"보현산",22.11
"정상",901.1,11.5,15.1,86.87,"영천",103.21
"정상",717.5,11.5,13.6,845.32,"안동",1248
"정상",717.5,11.5,13.6,555.14,"임하",595
"정상",1267.5,11.5,15.3,713.33,"합천",790
"정상",1048.1,11.5,12.6,753.72,"용담",815
"정상",1300.7,11.5,15.1,169.37,"장흥",191
"정상",858.1,10.4,7.4,11.09,"보현산",22.11
"정상",858.1,10.4,7.4,77.23,"영천",103.21
"약한가뭄",729.2,10.3,5.9,1673.69,"소양강",2900
"정상",815.5,10.4,9.4,30.21,"군위",48.7
"정상",869.3,10.5,10.8,7.84,"평림",10.26
"정상",1194.6,10.5,7.8,717.23,"합천",790
"약한가뭄",575.4,10.4,10.8,39.32,"보령",116.9
"보통가뭄",572.5,10.4,7.5,1846.28,"충주",2750
"정상",1213.1,10.5,9.3,177.68,"남강",309.2
"보통습윤",1908.9,10.5,13,8.89,"구천",10.02
"보통습윤",1908.9,10.5,13,4.23,"연초",5.22
"정상",672,10.4,6.2,858.27,"안동",1248
"정상",672,10.4,6.2,423.74,"임하",595
"정상",1267.7,10.5,9.8,166.06,"장흥",191
"정상",969.9,10.5,9,65.83,"밀양",73.6
"정상",847.3,10.5,7.5,277.92,"섬진강",466
"약한가뭄",690.5,10.3,5.9,69.08,"횡성",86.9
"약한가뭄",729.2,10.3,9.7,1671.35,"소양강",2900
"보통가뭄",575.3,10.3,9.5,1841.58,"충주",2750
"정상",1213.1,10.5,12.7,177.4,"남강",309.2
"정상",847.8,10.4,10,277.73,"섬진강",466
"정상",848,10.4,13.7,39.03,"부안",50.3
"정상",769.7,10.4,10,39.04,"영주",181.1
"정상",1267.8,10.5,12.4,165.97,"장흥",191
"정상",970,10.4,11.3,65.73,"밀양",73.6
"보통습윤",1908.9,10.5,14.4,8.88,"구천",10.02
"보통습윤",1908.9,10.5,14.4,4.22,"연초",5.22
"정상",870.3,10.5,13,7.83,"평림",10.26
"약한가뭄",690.9,10.3,9.3,68.98,"횡성",86.9
"약한가뭄",640.4,10.4,11.3,1115.27,"대청",1490
"정상",815.8,10.4,12.4,30.15,"군위",48.7
"약한가뭄",576.1,10.4,13.2,39.32,"보령",116.9
"보통습윤",1202.3,10.4,13.9,29.48,"대곡",36.16
"보통습윤",1202.3,10.4,13.9,4.99,"대암",13.14
"보통습윤",1202.3,10.4,13.9,14.79,"사연",30.34
"보통습윤",1202.3,10.4,13.9,1.43,"선암",2.02
"정상",1194.6,10.4,11.9,717.23,"합천",790
"정상",858.1,10.4,12.7,11.07,"보현산",22.11
"정상",858.1,10.4,12.7,77,"영천",103.21
"정상",946.3,10.4,12,45.84,"김천부항",54.3
"정상",672.1,10.4,10.2,856.97,"안동",1248
"정상",672.1,10.4,10.2,423.31,"임하",595
"정상",672.1,10.3,7.4,856.11,"안동",1248
"정상",672.1,10.3,7.4,422.65,"임하",595
"보통가뭄",575.3,10.3,6.2,1837.66,"충주",2750
"정상",815.8,10.4,10.9,30.08,"군위",48.7
"정상",1213.1,10.4,9.4,177.95,"남강",309.2
"약한가뭄",690.9,10.3,6.3,68.87,"횡성",86.9
"정상",847.8,10.4,7.4,277.54,"섬진강",466
"정상",769.7,10.3,7.5,40.14,"영주",181.1
"정상",946.3,10.4,9.9,45.78,"김천부항",54.3
"약한가뭄",576.1,10.4,10.4,39.24,"보령",116.9
"약한가뭄",714.5,12.4,24.6,7.39,"평림",10.26
"정상",872.9,12.4,21,637.34,"용담",815
"약한가뭄",704.9,12.4,22.4,188.26,"섬진강",466
"보통가뭄",503.7,12.4,23.6,32.73,"보령",116.9
"정상",1004.8,12.4,23.6,126.99,"장흥",191
"정상",672.9,12.4,22,30.68,"김천부항",54.3
"정상",1507.6,12.4,23.5,8.72,"구천",10.02
"정상",1507.6,12.4,23.5,4.17,"연초",5.22
"정상",888.9,12.4,22.1,635.07,"합천",790
"정상",774.5,12.4,22.9,66.52,"밀양",73.6
"약한가뭄",539.1,12.4,21.5,647.25,"안동",1248
"약한가뭄",539.1,12.4,21.5,328.18,"임하",595
"보통가뭄",537.2,12.4,25,954.12,"대청",1490
"보통가뭄",626.5,12.4,20.1,6.17,"영주",181.1
"약한가뭄",750.3,12.4,21.8,1674.63,"소양강",2900
"정상",841,12.4,21.6,20.58,"대곡",36.16
"정상",841,12.4,21.6,4.95,"대암",13.14
"정상",841,12.4,21.6,7.76,"사연",30.34
"정상",841,12.4,21.6,1.41,"선암",2.02
"보통가뭄",511.5,12.4,22.9,1476.87,"충주",2750
"정상",688.7,12.4,20.7,8.11,"보현산",22.11
"정상",688.7,12.4,20.7,64.05,"영천",103.21
"정상",982.8,12.4,23.5,176.85,"남강",309.2
"약한가뭄",689.9,12.4,21.3,71.62,"횡성",86.9
"약한가뭄",750.3,12.4,20.5,1675.1,"소양강",2900
"정상",735.4,12.4,22.5,33.21,"부안",50.3
"보통가뭄",511.5,12.4,21,1479.23,"충주",2750
"보통가뭄",537.2,12.4,23.5,952.98,"대청",1490
"약한가뭄",714.5,12.4,23.7,7.39,"평림",10.26
"약한가뭄",689.9,12.4,19.9,71.62,"횡성",86.9
"정상",872.4,12.4,18.2,637.04,"용담",815
"정상",1004.9,12.4,21.7,126.83,"장흥",191
"정상",672.9,12.4,20.9,30.74,"김천부항",54.3
"정상",888.9,12.4,19.8,627.12,"합천",790
"정상",774.5,12.4,22.7,66.33,"밀양",73.6
"정상",982.8,12.4,20.8,173.81,"남강",309.2
"정상",688.7,12.4,19.8,8.09,"보현산",22.11
"정상",688.7,12.4,19.8,63.74,"영천",103.21
"보통가뭄",503.7,12.4,22.8,32.6,"보령",116.9
"정상",630.8,12.4,21,19.28,"군위",48.7
"약한가뭄",704.3,12.4,20.4,186.97,"섬진강",466
"약한가뭄",539.1,12.4,20.2,645.47,"안동",1248
"약한가뭄",539.1,12.4,20.2,327.26,"임하",595
"정상",841,12.4,21.7,20.6,"대곡",36.16
"정상",841,12.4,21.7,4.91,"대암",13.14
"정상",841,12.4,21.7,7.65,"사연",30.34
"정상",841,12.4,21.7,1.41,"선암",2.02
"정상",1507.6,12.4,22.3,8.67,"구천",10.02
"정상",1507.6,12.4,22.3,4.16,"연초",5.22
"보통가뭄",626.5,12.4,18.9,6.46,"영주",181.1
"약한가뭄",750.3,12.4,21.2,1675.1,"소양강",2900
"정상",872.4,12.3,18.2,636.73,"용담",815
"약한가뭄",539.1,12.3,21.7,643.69,"안동",1248
"약한가뭄",539.1,12.3,21.7,326.35,"임하",595
"약한가뭄",652.7,9.7,1.1,1087.99,"대청",1490
"정상",1078.6,9.8,4.4,179.34,"남강",309.2
"약한가뭄",592,9.6,-1.2,1763.37,"충주",2750
"정상",928.5,9.8,5.1,62.29,"밀양",73.6
"정상",715.2,9.5,-2,1610.87,"소양강",2900
"약한가뭄",592,9.6,-1.4,1759.54,"충주",2750
"보통습윤",1148.1,9.8,3.4,9.02,"사연",30.34
"보통습윤",1148.1,9.8,3.4,1.34,"선암",2.02
"보통습윤",1148.1,9.8,3.4,28.53,"대곡",36.16
"보통습윤",1148.1,9.8,3.4,6.07,"대암",13.14
"약한가뭄",675.3,9.6,-2.3,67.99,"횡성",86.9
"정상",1078.6,9.8,1.9,179.06,"남강",309.2
"정상",817.6,9.8,2,37.35,"부안",50.3
"정상",633.7,9.7,0.8,44.88,"보령",116.9
"정상",737,9.6,0.4,40.32,"영주",181.1
"정상",928.5,9.8,2.1,62.2,"밀양",73.6
"약한가뭄",652.7,9.7,0.6,1086.14,"대청",1490
"정상",790.8,9.7,2.4,27.29,"군위",48.7
"보통습윤",1661,9.8,4.5,3.83,"연초",5.22
"보통습윤",1661,9.8,4.5,8.03,"구천",10.02
"정상",790.3,9.8,0,273.56,"섬진강",466
"정상",1066.2,9.8,1.7,160.45,"장흥",191
"정상",775.9,9.8,2.8,7.32,"평림",10.26
"정상",827.5,9.7,1.3,64.41,"영천",103.21
"정상",827.5,9.7,1.3,10.03,"보현산",22.11
"정상",926.4,9.8,-1,713.17,"용담",815
"정상",876.8,9.7,1.7,42.08,"김천부항",54.3
"정상",619.3,9.7,0.1,826.13,"안동",1248
"정상",619.3,9.7,0.1,397.18,"임하",595
"약한가뭄",715.2,9.5,-3.2,1608.14,"소양강",2900
"약한가뭄",652.7,9.7,0.3,1084.91,"대청",1490
"약한가뭄",675.3,9.6,-2.6,67.89,"횡성",86.9
"정상",926.4,9.8,-3,712.19,"용담",815
"정상",817.6,9.7,0.6,37.3,"부안",50.3
"정상",790.3,9.8,-1.9,273.38,"섬진강",466
"정상",737,9.6,-1.4,40.32,"영주",181.1
"정상",928.5,9.8,-0.6,62.09,"밀양",73.6
"정상",1136.9,9.8,-1.3,702.92,"합천",790
"정상",633.7,9.7,1.2,44.84,"보령",116.9
"정상",775.9,9.8,2.5,7.3,"평림",10.26
"보통습윤",1661,9.8,3.1,8,"구천",10.02
"보통습윤",1661,9.8,3.1,3.82,"연초",5.22
"정상",790.8,9.7,0.9,27.21,"군위",48.7
"정상",619.3,9.7,-1.8,824.86,"안동",1248
"정상",619.3,9.7,-1.8,396.34,"임하",595
"정상",827.5,9.7,0.5,10.01,"보현산",22.11
"정상",827.5,9.7,0.5,64.21,"영천",103.21
"정상",876.8,9.7,0.5,41.95,"김천부항",54.3
"약한가뭄",592,9.6,-2.7,1755.73,"충주",2750
"약한가뭄",659.6,11.5,14.4,1162.7,"대청",1490
"약한가뭄",712.1,11.5,12.3,71.62,"횡성",86.9
"보통가뭄",598.9,11.5,11.6,1933.74,"충주",2750
"정상",898.1,11.5,16.9,8.8,"평림",10.26
"정상",873.8,11.5,16.4,31.78,"군위",48.7
"약한가뭄",755,11.5,12.8,1736.68,"소양강",2900
"정상",1224.8,11.5,17.3,28.46,"대곡",36.16
"정상",1224.8,11.5,17.3,7.31,"대암",13.14
"정상",1224.8,11.5,17.3,22.6,"사연",30.34
"정상",1224.8,11.5,17.3,1.44,"선암",2.02
"정상",1016.6,11.5,15.2,68.78,"밀양",73.6
"정상",1285.8,11.5,15,174.09,"남강",309.2
"정상",1005.1,11.5,14.9,47.15,"김천부항",54.3
"정상",808,11.5,12.1,34.79,"영주",181.1
"약한가뭄",750.7,11.4,16.5,1736.2,"소양강",2900
"정상",864.8,11.5,18.9,31.78,"군위",48.7
"정상",895.6,11.5,19.6,8.8,"평림",10.26
"정상",1210.3,11.5,19.4,28.51,"대곡",36.16
"정상",1210.3,11.5,19.4,7.19,"대암",13.14
"정상",1210.3,11.5,19.4,22.29,"사연",30.34
"정상",1210.3,11.5,19.4,1.45,"선암",2.02
"약한가뭄",709.1,11.4,15.8,71.62,"횡성",86.9
"정상",886.5,11.5,17.5,41.05,"부안",50.3
"정상",1042.1,11.5,15,753.72,"용담",815
"정상",991.5,11.5,17.7,47.22,"김천부항",54.3
"정상",799,11.5,15.4,35.28,"영주",181.1
"정상",891.6,11.5,18.6,11.84,"보현산",22.11
"정상",891.6,11.5,18.6,86.68,"영천",103.21
"정상",1009.7,11.5,19.3,68.72,"밀양",73.6
"정상",1274.9,11.5,18.9,177.12,"남강",309.2
"보통습윤",1943.7,11.5,19.8,9.35,"구천",10.02
"보통습윤",1943.7,11.5,19.8,4.45,"연초",5.22
"정상",1255,11.5,17.5,714.3,"합천",790
"보통가뭄",595.1,11.5,16.5,1936.96,"충주",2750
"약한가뭄",583.7,11.5,18.2,41.43,"보령",116.9
"정상",1299.2,11.5,18,169.47,"장흥",191
"약한가뭄",657.3,11.5,17.6,1165.27,"대청",1490
"정상",882.4,11.5,16.6,281.76,"섬진강",466
"정상",707.3,11.5,17,847.47,"안동",1248
"정상",707.3,11.5,17,553.51,"임하",595
"정상",707.3,11.4,16.9,849.19,"안동",1248
"정상",707.3,11.4,16.9,551.08,"임하",595
"보통가뭄",595.1,11.4,17,1936.96,"충주",2750
"정상",1210.3,11.4,19,28.53,"대곡",36.16
"정상",1210.3,11.4,19,7.08,"대암",13.14
"정상",1210.3,11.4,19,21.95,"사연",30.34
"정상",1210.3,11.4,19,1.45,"선암",2.02
"정상",1274.9,11.5,19.9,179.06,"남강",309.2
"정상",882.4,11.4,15.9,282.14,"섬진강",466
"정상",1042.1,11.4,15.7,753.72,"용담",815
"정상",799,11.4,16.2,35.66,"영주",181.1
"약한가뭄",583.7,11.4,19.1,41.43,"보령",116.9
"정상",1299.2,11.5,17.2,169.47,"장흥",191
"정상",1009.7,11.5,20,68.66,"밀양",73.6
"정상",991.5,11.4,18.4,47.28,"김천부항",54.3
"정상",1267.8,10.5,10.3,165.87,"장흥",191
"보통습윤",1908.9,10.5,12.6,8.85,"구천",10.02
"보통습윤",1908.9,10.5,12.6,4.21,"연초",5.22
"약한가뭄",640.4,10.3,9.7,1114.02,"대청",1490
"정상",970,10.4,9.9,65.61,"밀양",73.6
"보통습윤",1202.3,10.4,12.3,29.41,"대곡",36.16
"보통습윤",1202.3,10.4,12.3,4.87,"대암",13.14
"보통습윤",1202.3,10.4,12.3,14.54,"사연",30.34
"보통습윤",1202.3,10.4,12.3,1.43,"선암",2.02
"정상",858.1,10.4,9.2,11.05,"보현산",22.11
"정상",858.1,10.4,9.2,76.83,"영천",103.21
"정상",848,10.4,10.1,38.98,"부안",50.3
"정상",870.3,10.4,12.2,7.82,"평림",10.26
"약한가뭄",729.2,10.3,6.1,1669.48,"소양강",2900
"정상",1194.6,10.4,8.4,716.5,"합천",790
"정상",996.9,10.4,6.3,735.13,"용담",815
"약한가뭄",737.5,10.2,5.6,1667.61,"소양강",2900
"정상",852.8,10.4,9.8,38.9,"부안",50.3
"정상",672.9,10.3,6.9,854.37,"안동",1248
"정상",672.9,10.3,6.9,421.77,"임하",595
"약한가뭄",644.4,10.3,7.9,1112.77,"대청",1490
"정상",873.8,10.4,10.3,7.81,"평림",10.26
"보통습윤",1202.3,10.4,12.2,29.36,"대곡",36.16
"보통습윤",1202.3,10.4,12.2,4.76,"대암",13.14
"보통습윤",1202.3,10.4,12.2,14.25,"사연",30.34
"보통습윤",1202.3,10.4,12.2,1.44,"선암",2.02
"약한가뭄",694.4,10.2,5.4,68.72,"횡성",86.9
"정상",998.4,10.4,6.8,734.12,"용담",815
"보통습윤",1909,10.4,13.1,8.83,"구천",10.02
"보통습윤",1909,10.4,13.1,4.19,"연초",5.22
"정상",858.1,10.4,8.6,11.01,"보현산",22.11
"정상",858.1,10.4,8.6,76.49,"영천",103.21
"정상",1213.1,10.4,10.5,178.23,"남강",309.2
"정상",815.8,10.4,9.7,29.98,"군위",48.7
"정상",1268.7,10.4,10.2,165.68,"장흥",191
"정상",970,10.4,9.5,65.47,"밀양",73.6
"정상",946.9,10.3,7.9,45.64,"김천부항",54.3
"정상",849.3,10.4,6.5,277.35,"섬진강",466
"보통가뭄",579.6,10.3,6.2,1832.97,"충주",2750
"약한가뭄",578.2,10.3,9.8,39.12,"보령",116.9
"정상",1194.6,10.4,9,715.28,"합천",790
"정상",773.7,10.3,5.9,41.03,"영주",181.1
"정상",815.8,10.3,4.6,29.94,"군위",48.7
"보통습윤",1202.3,10.4,5.4,29.29,"대곡",36.16
"보통습윤",1202.3,10.4,5.4,4.67,"대암",13.14
"보통습윤",1202.3,10.4,5.4,14.01,"사연",30.34
"보통습윤",1202.3,10.4,5.4,1.43,"선암",2.02
"정상",849.2,10.3,2,276.97,"섬진강",466
"정상",852.4,10.3,5.1,38.85,"부안",50.3
"정상",946.9,10.3,4,45.58,"김천부항",54.3
"약한가뭄",578.2,10.3,4,39.01,"보령",116.9
"정상",982.8,12.3,21.1,171.86,"남강",309.2
"정상",735.4,12.3,20.7,33.12,"부안",50.3
"보통가뭄",503.7,12.3,20.6,32.51,"보령",116.9
"정상",688.7,12.3,20.9,8.06,"보현산",22.11
"정상",688.7,12.3,20.9,63.44,"영천",103.21
"보통가뭄",511.5,12.3,20.5,1479.07,"충주",2750
"약한가뭄",689.9,12.4,20,71.57,"횡성",86.9
"정상",672.9,12.3,22,30.77,"김천부항",54.3
"정상",1507.6,12.3,22.7,8.64,"구천",10.02
"정상",1507.6,12.3,22.7,4.15,"연초",5.22
"정상",1004.9,12.3,21.2,126.74,"장흥",191
"보통가뭄",626.5,12.3,19.8,6.64,"영주",181.1
"약한가뭄",714.5,12.3,22.2,7.39,"평림",10.26
"정상",841,12.3,21.7,20.62,"대곡",36.16
"정상",841,12.3,21.7,4.93,"대암",13.14
"정상",841,12.3,21.7,7.5,"사연",30.34
"정상",841,12.3,21.7,1.42,"선암",2.02
"정상",630.8,12.3,22.5,19.22,"군위",48.7
"보통가뭄",537.2,12.3,22.4,951.27,"대청",1490
"정상",774.5,12.3,21.9,66.13,"밀양",73.6
"정상",888.9,12.3,20.3,619.47,"합천",790
"약한가뭄",704.3,12.3,19.6,185.52,"섬진강",466
"약한가뭄",539.1,12.3,19.9,641.91,"안동",1248
"약한가뭄",539.1,12.3,19.9,325.62,"임하",595
"정상",841,12.3,20.1,20.64,"대곡",36.16
"정상",841,12.3,20.1,4.89,"대암",13.14
"정상",841,12.3,20.1,7.36,"사연",30.34
"정상",841,12.3,20.1,1.42,"선암",2.02
"정상",630.8,12.3,20.9,19.15,"군위",48.7
"정상",872.4,12.3,16.2,636.12,"용담",815
"정상",982.8,12.3,19.4,167.98,"남강",309.2
"약한가뭄",704.3,12.3,17.3,183.94,"섬진강",466
"보통가뭄",626.5,12.3,18.4,6.75,"영주",181.1
"정상",1507.6,12.3,22,8.62,"구천",10.02
"정상",1507.6,12.3,22,4.12,"연초",5.22
"정상",888.9,12.3,18.9,619.47,"합천",790
"정상",688.7,12.3,19.7,8.03,"보현산",22.11
"정상",688.7,12.3,19.7,63.13,"영천",103.21
"정상",774.5,12.3,20.6,65.91,"밀양",73.6
"보통가뭄",537.2,12.3,20.5,950.14,"대청",1490
"정상",735.4,12.3,18.8,33.07,"부안",50.3
"정상",672.9,12.3,19.7,30.77,"김천부항",54.3
"보통가뭄",511.5,12.3,18.1,1478.92,"충주",2750
"약한가뭄",689.9,12.3,17.9,71.52,"횡성",86.9
"약한가뭄",714.5,12.3,20.6,7.38,"평림",10.26
"보통가뭄",503.7,12.3,19.3,32.42,"보령",116.9
"정상",1004.9,12.3,19.6,126.57,"장흥",191
"약한가뭄",750.3,12.3,17.9,1673.69,"소양강",2900
"보통가뭄",511.5,12.3,18.9,1477.53,"충주",2750
"정상",841,12.3,20.2,7.21,"사연",30.34
"정상",841,12.3,20.2,1.38,"선암",2.02
